year,fipscode,county,state,dem_twoway_share,dem_votes,rep_votes,other_votes
2010,5019,Clark,Arkansas,0.774037817,5772,1685,172
2010,5021,Clay,Arkansas,0.748041136,3055,1029,64
2010,5023,Cleburne,Arkansas,0.55977293,5029,3955,173
2010,5025,Cleveland,Arkansas,0.65601023,1539,807,57
2010,5027,Columbia,Arkansas,0.649196467,4484,2423,109
2010,5029,Conway,Arkansas,0.735664567,4439,1595,119
2010,5031,Craighead,Arkansas,0.688697545,14557,6580,312
2010,5033,Crawford,Arkansas,0.582872546,8433,6035,292
2010,5035,Crittenden,Arkansas,0.722499344,8256,3171,334
2010,5037,Cross,Arkansas,0.71785293,3651,1435,73
2010,5039,Dallas,Arkansas,0.742094456,1807,628,24
2010,5041,Desha,Arkansas,0.852201258,2981,517,39
2010,5043,Drew,Arkansas,0.717830882,3124,1228,75
2010,5045,Faulkner,Arkansas,0.608068515,16188,10434,512
2010,5047,Franklin,Arkansas,0.641642229,3282,1833,155
2010,5049,Fulton,Arkansas,0.635205559,2194,1260,89
2010,5051,Garland,Arkansas,0.61589891,18424,11490,567
2010,5053,Grant,Arkansas,0.646348588,3319,1816,93
2010,5055,Greene,Arkansas,0.688649967,6213,2809,168
2010,5057,Hempstead,Arkansas,0.676274018,3238,1550,106
2010,5059,Hot Spring,Arkansas,0.689884322,5606,2520,268
2010,5061,Howard,Arkansas,0.708265802,2185,900,50
2010,5063,Independence,Arkansas,0.666299923,6056,3033,161
2010,5065,Izard,Arkansas,0.649717514,2875,1550,129
2010,5067,Jackson,Arkansas,0.770597322,2993,891,65
2010,5069,Jefferson,Arkansas,0.800608994,14724,3667,302
2010,5071,Johnson,Arkansas,0.679020858,3939,1862,150
2010,5073,Lafayette,Arkansas,0.655273438,1342,706,30
2010,5075,Lawrence,Arkansas,0.747088552,3400,1151,103
2010,5077,Lee,Arkansas,0.844781145,2509,461,39
2010,5079,Lincoln,Arkansas,0.723716381,2072,791,194
2010,5081,Little River,Arkansas,0.707868304,2537,1047,55
2010,5083,Logan,Arkansas,0.678001952,4167,1979,122
2010,5085,Lonoke,Arkansas,0.564359498,9124,7043,242
2010,5087,Madison,Arkansas,0.628449675,3097,1831,120
2010,5089,Marion,Arkansas,0.595190381,3267,2222,236
2010,5091,Miller,Arkansas,0.557712537,5832,4625,172
2010,5093,Mississippi,Arkansas,0.75610454,7927,2557,273
2010,5095,Monroe,Arkansas,0.835272045,2226,439,30
2010,5097,Montgomery,Arkansas,0.676167582,1969,943,80
2010,5099,Nevada,Arkansas,0.727941176,1782,666,38
2010,5101,Newton,Arkansas,0.590446841,1916,1329,124
2010,5103,Ouachita,Arkansas,0.729442623,5562,2063,132
2010,5105,Perry,Arkansas,0.637541528,1919,1091,93
2010,5107,Phillips,Arkansas,0.866230867,5433,839,89
2010,5109,Pike,Arkansas,0.692005242,2112,940,67
2010,5111,Poinsett,Arkansas,0.709453051,4488,1838,160
2010,5113,Polk,Arkansas,0.594521849,3755,2561,123
2010,5115,Pope,Arkansas,0.630856167,9601,5618,347
2010,5117,Prairie,Arkansas,0.759983864,1884,595,51
2010,5119,Pulaski,Arkansas,0.714953057,78055,31120,1705
2010,5121,Randolph,Arkansas,0.709197475,3146,1290,133
2010,5125,Saline,Arkansas,0.592721171,20488,14078,581
2010,5127,Scott,Arkansas,0.647336905,2054,1119,61
2010,5129,Searcy,Arkansas,0.585899015,1903,1345,104
2010,5131,Sebastian,Arkansas,0.615770585,18531,11563,567
2010,5133,Sevier,Arkansas,0.668218498,2153,1069,59
2010,5135,Sharp,Arkansas,0.612810058,3607,2279,168
2010,5123,St. Francis,Arkansas,0.784919473,5361,1469,97
2010,5137,Stone,Arkansas,0.653569224,3177,1684,131
2010,5139,Union,Arkansas,0.620147256,7412,4540,183
2010,5141,Van Buren,Arkansas,0.656949408,3493,1824,155
2010,5143,Washington,Arkansas,0.619365648,26987,16585,1080
2010,5145,White,Arkansas,0.646127843,12615,6909,285
2010,5147,Woodruff,Arkansas,0.866911427,1889,290,32
2010,5149,Yell,Arkansas,0.693645485,3111,1374,125
2010,6001,Alameda,California,0.765957351,340190,103947,16884
2010,6003,Alpine,California,0.583180987,319,228,17
2010,6005,Amador,California,0.442303912,6750,8511,992
2010,6007,Butte,California,0.466110369,32789,37557,5706
2010,6009,Calaveras,California,0.420672031,7737,10655,1415
2010,6011,Colusa,California,0.380085003,1878,3063,286
2010,6013,Contra Costa,California,0.630730348,211125,123606,13420
2010,6015,Del Norte,California,0.548218591,4093,3373,724
2010,6017,El Dorado,California,0.407219803,29826,43417,4124
2010,6019,Fresno,California,0.450040153,85743,104780,10129
2010,6021,Glenn,California,0.332091611,2407,4841,682
2010,6023,Humboldt,California,0.60897285,28464,18277,3855
2010,6025,Imperial,California,0.637267773,16019,9118,1734
2010,6027,Inyo,California,0.468974119,3008,3406,552
2010,6029,Kern,California,0.396920975,63347,96249,13068
2010,6031,Kings,California,0.433381001,10607,13868,1849
2010,6033,Lake,California,0.565496685,11004,8455,1685
2010,6035,Lassen,California,0.456784332,3895,4632,718
2010,6037,Los Angeles,California,0.660060246,1455184,749439,116929
2010,6039,Madera,California,0.393776521,12528,19287,2309
2010,6041,Marin,California,0.72183238,80236,30920,2823
2010,6043,Mariposa,California,0.405401845,3077,4513,641
2010,6045,Mendocino,California,0.679434534,20186,9524,2187
2010,6047,Merced,California,0.487374187,21887,23021,2924
2010,6049,Modoc,California,0.290566038,1001,2444,324
2010,6051,Mono,California,0.493791088,2028,2079,293
2010,6053,Monterey,California,0.630847016,60015,35119,4761
2010,6055,Napa,California,0.599610206,26766,17873,2269
2010,6057,Nevada,California,0.479149821,20740,22545,2372
2010,6059,Orange,California,0.396676809,328663,499878,51396
2010,6061,Placer,California,0.401335432,54576,81410,6857
2010,6063,Plumas,California,0.399907106,3444,5168,591
2010,6065,Riverside,California,0.4575874,206398,244659,32319
2010,6067,Sacramento,California,0.596064861,239599,162369,20340
2010,6069,San Benito,California,0.54285154,8304,6993,820
2010,6071,San Bernardino,California,0.494198277,197578,202217,35407
2010,6073,San Diego,California,0.469274104,399845,452205,56172
2010,6075,San Francisco,California,0.816929317,219330,49151,9685
2010,6077,San Joaquin,California,0.518794028,77623,71999,9245
2010,6079,San Luis Obispo,California,0.477973104,47663,52056,5933
2010,6081,San Mateo,California,0.678355996,145970,69212,7064
2010,6083,Santa Barbara,California,0.521648773,65011,59615,6985
2010,6085,Santa Clara,California,0.63732731,314022,178695,19641
2010,6087,Santa Cruz,California,0.733433883,67107,24390,4754
2010,6089,Shasta,California,0.343757748,20797,39702,4777
2010,6091,Sierra,California,0.378652355,635,1042,150
2010,6093,Siskiyou,California,0.425056974,7274,9839,1265
2010,6095,Solano,California,0.616339001,69597,43323,5470
2010,6097,Sonoma,California,0.682201763,119079,55472,9499
2010,6099,Stanislaus,California,0.466365881,52510,60084,7736
2010,6101,Sutter,California,0.401252087,9614,14346,1637
2010,6103,Tehama,California,0.354061807,6542,11935,1703
2010,6105,Trinity,California,0.489467409,2463,2569,537
2010,6107,Tulare,California,0.398176094,30607,46261,4729
2010,6109,Tuolumne,California,0.429953302,9023,11963,1451
2010,6111,Ventura,California,0.479091597,117800,128082,14058
2010,6113,Yolo,California,0.660749782,37894,19456,2544
2010,6115,Yuba,California,0.425394693,6332,8553,1208
2010,8001,Adams,Colorado,0.8499604,55805,9851,46456
2010,8003,Alamosa,Colorado,0.766394522,2910,887,1180
2010,8005,Arapahoe,Colorado,0.874024405,104147,15011,79008
2010,8007,Archuleta,Colorado,0.578519121,2133,1554,1451
2010,8009,Baca,Colorado,0.565733673,667,512,781
2010,8011,Bent,Colorado,0.702932829,743,314,554
2010,8013,Boulder,Colorado,0.928452192,87878,6772,30836
2010,8014,Broomfield,Colorado,0.857898877,11996,1987,8915
2010,8015,Chaffee,Colorado,0.763844797,4331,1339,2804
2010,8017,Cheyenne,Colorado,0.548611111,237,195,529
2010,8019,Clear Creek,Colorado,0.901278409,2538,278,1778
2010,8021,Conejos,Colorado,0.744989339,1747,598,780
2010,8023,Costilla,Colorado,0.855721393,1032,174,266
2010,8025,Crowley,Colorado,0.67847769,517,245,545
2010,8027,Custer,Colorado,0.624803768,796,478,997
2010,8029,Delta,Colorado,0.58594467,4469,3158,5494
2010,8031,Denver,Colorado,0.94646779,142645,8068,41140
2010,8033,Dolores,Colorado,0.479374111,337,366,310
2010,8035,Douglas,Colorado,0.784095467,46914,12918,57120
2010,8037,Eagle,Colorado,0.797855478,8557,2168,3869
2010,8041,El Paso,Colorado,0.672219788,72107,35160,87187
2010,8039,Elbert,Colorado,0.704876181,2761,1156,7100
2010,8043,Fremont,Colorado,0.629261977,5832,3436,6783
2010,8045,Garfield,Colorado,0.726782404,8624,3242,6085
2010,8047,Gilpin,Colorado,0.886378309,1373,176,1128
2010,8049,Grand,Colorado,0.79364291,3196,831,2550
2010,8051,Gunnison,Colorado,0.790454732,3859,1023,1437
2010,8053,Hinsdale,Colorado,0.676744186,291,139,151
2010,8055,Huerfano,Colorado,0.773764259,1628,476,852
2010,8057,Jackson,Colorado,0.63312369,302,175,292
2010,8059,Jefferson,Colorado,0.882780012,116120,15419,97037
2010,8061,Kiowa,Colorado,0.549865229,204,167,394
2010,8063,Kit Carson,Colorado,0.61503268,941,589,1486
2010,8067,La Plata,Colorado,0.676985363,10869,5186,4337
2010,8065,Lake,Colorado,0.866202091,1243,192,772
2010,8069,Larimer,Colorado,0.82370359,64538,13813,47250
2010,8071,Las Animas,Colorado,0.773195876,3075,902,1549
2010,8073,Lincoln,Colorado,0.629072682,502,296,1085
2010,8075,Logan,Colorado,0.690299463,2697,1210,3669
2010,8077,Mesa,Colorado,0.668112579,19869,9870,24810
2010,8079,Mineral,Colorado,0.689189189,306,138,139
2010,8081,Moffat,Colorado,0.422949461,1021,1393,2198
2010,8083,Montezuma,Colorado,0.494871084,3570,3644,2391
2010,8085,Montrose,Colorado,0.57234221,5459,4079,6284
2010,8087,Morgan,Colorado,0.731253277,2789,1025,4435
2010,8089,Otero,Colorado,0.692344498,2894,1286,2236
2010,8091,Ouray,Colorado,0.747516989,1430,483,694
2010,8093,Park,Colorado,0.787942333,3006,809,3769
2010,8095,Phillips,Colorado,0.640594059,647,363,947
2010,8097,Pitkin,Colorado,0.847927754,5258,943,1056
2010,8099,Prowers,Colorado,0.660952381,1388,712,1667
2010,8101,Pueblo,Colorado,0.823645583,30862,6608,16260
2010,8103,Rio Blanco,Colorado,0.39373297,578,890,1121
2010,8105,Rio Grande,Colorado,0.702567523,2107,892,1461
2010,8107,Routt,Colorado,0.807624234,5932,1413,2117
2010,8109,Saguache,Colorado,0.788297872,1482,398,527
2010,8111,San Juan,Colorado,0.771676301,267,79,112
2010,8113,San Miguel,Colorado,0.843091335,2160,402,442
2010,8115,Sedgwick,Colorado,0.70075188,466,199,454
2010,8117,Summit,Colorado,0.875372932,6455,919,2696
2010,8119,Teller,Colorado,0.613596746,3168,1995,4664
2010,8121,Washington,Colorado,0.587004405,533,375,1399
2010,8123,Weld,Colorado,0.768581567,32056,9652,38110
2010,8125,Yuma,Colorado,0.605371901,1172,764,1974
2010,12001,Alachua,Florida,0.609655574,43933,28129,1899
2010,12003,Baker,Florida,0.356016165,2731,4940,253
2010,12005,Bay,Florida,0.300549798,15689,36512,2796
2010,12007,Bradford,Florida,0.380824716,2983,4850,242
2010,12009,Brevard,Florida,0.430813573,80865,106838,8688
2010,12011,Broward,Florida,0.659156269,271606,140445,8480
2010,12013,Calhoun,Florida,0.45734714,1855,2201,240
2010,12015,Charlotte,Florida,0.425336783,23838,32207,3336
2010,12017,Citrus,Florida,0.419168883,21596,29925,3287
2010,12019,Clay,Florida,0.279093101,17246,44547,1874
2010,12021,Collier,Florida,0.332855093,33408,66960,2465
2010,12023,Columbia,Florida,0.389271355,7068,11089,748
2010,12027,DeSoto,Florida,0.440494355,2887,3667,352
2010,12029,Dixie,Florida,0.422760887,2058,2810,371
2010,12031,Duval,Florida,0.470653013,120097,135074,6614
2010,12033,Escambia,Florida,0.40307171,36873,54607,4436
2010,12035,Flagler,Florida,0.448959273,14430,17711,1335
2010,12037,Franklin,Florida,0.500901365,1945,1938,178
2010,12039,Gadsden,Florida,0.736196693,12067,4324,307
2010,12041,Gilchrist,Florida,0.351113716,1797,3321,264
2010,12043,Glades,Florida,0.398809524,1072,1616,97
2010,12045,Gulf,Florida,0.375395653,1779,2960,297
2010,12047,Hamilton,Florida,0.492864693,1865,1919,207
2010,12049,Hardee,Florida,0.376425856,1881,3116,223
2010,12051,Hendry,Florida,0.435811884,2743,3551,223
2010,12053,Hernando,Florida,0.455339507,25127,30056,3142
2010,12055,Highlands,Florida,0.393550894,11143,17171,1533
2010,12057,Hillsborough,Florida,0.517184735,158995,148429,10142
2010,12059,Holmes,Florida,0.286866561,1636,4067,351
2010,12061,Indian River,Florida,0.387188768,17650,27935,1818
2010,12063,Jackson,Florida,0.481771197,6898,7420,624
2010,12065,Jefferson,Florida,0.594951328,3606,2455,159
2010,12067,Lafayette,Florida,0.410901468,980,1405,117
2010,12069,Lake,Florida,0.415680626,40400,56790,4720
2010,12071,Lee,Florida,0.387695797,68041,107460,6400
2010,12073,Leon,Florida,0.679689177,66477,31328,1898
2010,12075,Levy,Florida,0.388824695,4711,7405,615
2010,12077,Liberty,Florida,0.507246377,1050,1020,125
2010,12079,Madison,Florida,0.540082305,3281,2794,211
2010,12081,Manatee,Florida,0.435253531,44284,57459,4231
2010,12083,Marion,Florida,0.428389608,46449,61978,5934
2010,12085,Martin,Florida,0.419120736,21946,30416,1884
2010,12086,Miami-Dade,Florida,0.57269224,274638,204918,8332
2010,12087,Monroe,Florida,0.499384554,12577,12608,945
2010,12089,Nassau,Florida,0.295978118,7683,18275,863
2010,12091,Okaloosa,Florida,0.255718796,14499,42200,4177
2010,12093,Okeechobee,Florida,0.431144609,3375,4453,387
2010,12095,Orange,Florida,0.557268606,147509,117191,7226
2010,12097,Osceola,Florida,0.533150887,27469,24053,1873
2010,12099,Palm Beach,Florida,0.595819541,223194,151406,9253
2010,12101,Pasco,Florida,0.4555356,59098,70635,6825
2010,12103,Pinellas,Florida,0.529615657,153865,136657,12858
2010,12105,Polk,Florida,0.443049246,68168,85693,6343
2010,12107,Putnam,Florida,0.398403869,8237,12438,767
2010,12113,Santa Rosa,Florida,0.263807737,12371,34523,2849
2010,12115,Sarasota,Florida,0.476589802,66551,73089,5642
2010,12117,Seminole,Florida,0.465017259,59412,68351,4164
2010,12109,St. Johns,Florida,0.344968125,25054,47573,2127
2010,12111,St. Lucie,Florida,0.525625432,38029,34321,3296
2010,12119,Sumter,Florida,0.3523368,14060,25845,1920
2010,12121,Suwannee,Florida,0.345834638,4417,8355,633
2010,12123,Taylor,Florida,0.385896026,2457,3910,261
2010,12125,Union,Florida,0.483468677,1667,1781,130
2010,12127,Volusia,Florida,0.48914485,73765,77039,6640
2010,12129,Wakulla,Florida,0.484943182,5121,5439,426
2010,12131,Walton,Florida,0.284687921,5072,12744,1060
2010,12133,Washington,Florida,0.334621535,2511,4993,502
2010,13001,Appling,Georgia,0.289239482,1430,3514,5266
2010,13003,Atkinson,Georgia,0.350704225,498,922,1484
2010,13005,Bacon,Georgia,0.286248442,689,1718,2515
2010,13007,Baker,Georgia,0.557130942,668,531,1261
2010,13009,Baldwin,Georgia,0.525688412,5689,5133,11584
2010,13011,Banks,Georgia,0.136730459,593,3744,4613
2010,13013,Barrow,Georgia,0.221982899,3401,11920,16875
2010,13015,Bartow,Georgia,0.250989031,5583,16661,24576
2010,13017,Ben Hill,Georgia,0.465924158,1757,2014,4025
2010,13019,Berrien,Georgia,0.301768991,1160,2684,4168
2010,13021,Bibb,Georgia,0.585055941,25048,17765,45539
2010,13023,Bleckley,Georgia,0.316997519,1022,2202,3422
2010,13025,Brantley,Georgia,0.211311374,680,2538,3454
2010,13027,Brooks,Georgia,0.521476104,2586,2373,5249
2010,13029,Bryan,Georgia,0.265882038,1988,5489,8393
2010,13031,Bulloch,Georgia,0.359942155,4978,8852,14846
2010,13033,Burke,Georgia,0.543503385,3292,2765,6329
2010,13035,Butts,Georgia,0.333109469,1984,3972,6408
2010,13037,Calhoun,Georgia,0.630314233,1023,600,1667
2010,13039,Camden,Georgia,0.345041322,3340,6340,10328
2010,13043,Candler,Georgia,0.333786848,736,1469,2385
2010,13045,Carroll,Georgia,0.299740814,7864,18372,28680
2010,13047,Catoosa,Georgia,0.223052295,2926,10192,14104
2010,13049,Charlton,Georgia,0.341941655,715,1376,2233
2010,13051,Chatham,Georgia,0.526732032,34167,30699,70944
2010,13053,Chattahoochee,Georgia,0.507845934,356,345,741
2010,13055,Chattooga,Georgia,0.353681964,1657,3028,5211
2010,13057,Cherokee,Georgia,0.195131038,12047,49691,69014
2010,13059,Clarke,Georgia,0.633601076,16013,9260,28597
2010,13061,Clay,Georgia,0.603068073,629,414,1103
2010,13063,Clayton,Georgia,0.821259776,48828,10627,63223
2010,13065,Clinch,Georgia,0.581886792,771,554,1401
2010,13067,Cobb,Georgia,0.420783121,84638,116506,221774
2010,13069,Coffee,Georgia,0.343210188,2722,5209,8395
2010,13071,Colquitt,Georgia,0.324759588,2803,5828,9267
2010,13073,Columbia,Georgia,0.255743669,9139,26596,38619
2010,13075,Cook,Georgia,0.385349425,1373,2190,3789
2010,13077,Coweta,Georgia,0.256112224,8946,25984,38548
2010,13079,Crawford,Georgia,0.379537011,1328,2171,3825
2010,13081,Crisp,Georgia,0.401477833,1956,2916,5082
2010,13083,Dade,Georgia,0.242740999,836,2608,3754
2010,13085,Dawson,Georgia,0.127286245,856,5869,7299
2010,13087,Decatur,Georgia,0.465185818,3267,3756,7251
2010,13089,DeKalb,Georgia,0.775032043,155404,45109,216951
2010,13091,Dodge,Georgia,0.390869906,1995,3109,5376
2010,13093,Dooly,Georgia,0.560832791,1724,1350,3212
2010,13095,Dougherty,Georgia,0.673508515,17916,8685,27963
2010,13097,Douglas,Georgia,0.488861764,17622,18425,38951
2010,13099,Early,Georgia,0.527987083,1962,1754,3848
2010,13101,Echols,Georgia,0.3113879,175,387,618
2010,13103,Effingham,Georgia,0.240989002,3002,9455,13883
2010,13105,Elbert,Georgia,0.414643328,2203,3110,5627
2010,13107,Emanuel,Georgia,0.406957929,2012,2932,5180
2010,13109,Evans,Georgia,0.381213142,905,1469,2510
2010,13111,Fannin,Georgia,0.225933799,1488,5098,7452
2010,13113,Fayette,Georgia,0.324971323,13032,27070,43672
2010,13115,Floyd,Georgia,0.314700492,6525,14209,22710
2010,13117,Forsyth,Georgia,0.148188391,7501,43117,55524
2010,13119,Franklin,Georgia,0.225138405,1098,3779,5213
2010,13121,Fulton,Georgia,0.633674626,156024,90197,266617
2010,13123,Gilmer,Georgia,0.195207254,1507,6213,8554
2010,13125,Glascock,Georgia,0.199498118,159,638,881
2010,13127,Glynn,Georgia,0.349638205,7248,13482,21760
2010,13129,Gordon,Georgia,0.220310982,2267,8023,11392
2010,13131,Grady,Georgia,0.443780469,2822,3537,6851
2010,13133,Greene,Georgia,0.363016095,2075,3641,6068
2010,13135,Gwinnett,Georgia,0.395790211,73427,112093,204482
2010,13137,Habersham,Georgia,0.16115079,1602,8339,10893
2010,13139,Hall,Georgia,0.167298143,7109,35384,45747
2010,13141,Hancock,Georgia,0.794474394,2358,610,3078
2010,13143,Haralson,Georgia,0.22760471,1527,5182,7377
2010,13145,Harris,Georgia,0.294309114,2803,6721,10216
2010,13147,Hart,Georgia,0.34109988,1991,3846,6343
2010,13149,Heard,Georgia,0.274283588,737,1950,2991
2010,13151,Henry,Georgia,0.45604081,26283,31350,62097
2010,13153,Houston,Georgia,0.401011111,14833,22156,40073
2010,13155,Irwin,Georgia,0.419468335,1073,1485,2684
2010,13157,Jackson,Georgia,0.169057575,2628,12917,17089
2010,13159,Jasper,Georgia,0.316711923,1283,2768,4371
2010,13161,Jeff Davis,Georgia,0.294422082,1024,2454,3752
2010,13163,Jefferson,Georgia,0.563852355,2658,2056,4888
2010,13165,Jenkins,Georgia,0.445458695,976,1215,2315
2010,13167,Johnson,Georgia,0.323129252,760,1592,2490
2010,13169,Jones,Georgia,0.407680232,3376,4905,8877
2010,13171,Lamar,Georgia,0.350451931,1706,3162,5222
2010,13173,Lanier,Georgia,0.471349353,765,858,1719
2010,13175,Laurens,Georgia,0.387564211,5055,7988,13827
2010,13177,Lee,Georgia,0.268847795,2457,6682,9695
2010,13179,Liberty,Georgia,0.628748816,5975,3528,10247
2010,13181,Lincoln,Georgia,0.386471896,1217,1932,3371
2010,13183,Long,Georgia,0.388410786,677,1066,1891
2010,13185,Lowndes,Georgia,0.443081775,10116,12715,24045
2010,13187,Lumpkin,Georgia,0.200866483,1530,6087,8625
2010,13193,Macon,Georgia,0.66075319,2123,1090,3351
2010,13195,Madison,Georgia,0.243976318,1772,5491,7977
2010,13197,Marion,Georgia,0.442221111,884,1115,2131
2010,13189,McDuffie,Georgia,0.402893249,2423,3591,6366
2010,13191,McIntosh,Georgia,0.522080251,2329,2132,4783
2010,13199,Meriwether,Georgia,0.452624736,2785,3368,6553
2010,13201,Miller,Georgia,0.372517445,694,1169,1923
2010,13205,Mitchell,Georgia,0.526875998,2970,2667,5867
2010,13207,Monroe,Georgia,0.345595915,2978,5639,9253
2010,13209,Montgomery,Georgia,0.299548625,730,1707,2595
2010,13211,Morgan,Georgia,0.294472526,1806,4327,6637
2010,13213,Murray,Georgia,0.230107527,1284,4296,6174
2010,13215,Muscogee,Georgia,0.592590136,26807,18430,47819
2010,13217,Newton,Georgia,0.478977711,13044,14189,29213
2010,13219,Oconee,Georgia,0.257351093,3072,8865,13223
2010,13221,Oglethorpe,Georgia,0.324464154,1317,2742,4463
2010,13223,Paulding,Georgia,0.294260825,9188,22036,34002
2010,13225,Peach,Georgia,0.507450331,3678,3570,7650
2010,13227,Pickens,Georgia,0.183290307,1562,6960,9502
2010,13229,Pierce,Georgia,0.213,852,3148,4218
2010,13231,Pike,Georgia,0.1945047,1076,4456,5972
2010,13233,Polk,Georgia,0.311884127,2627,5796,9191
2010,13235,Pulaski,Georgia,0.356081895,887,1604,2667
2010,13237,Putnam,Georgia,0.300110393,1903,4438,6781
